,index,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_weights,param_n_neighbors,params,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_train_recall,split1_train_recall,split2_train_recall,split3_train_recall,split4_train_recall,mean_train_recall,std_train_recall,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_train_precision,split1_train_precision,split2_train_precision,split3_train_precision,split4_train_precision,mean_train_precision,std_train_precision,param_PCA_features
41,1,0.4768238067626953,0.005852507572490391,4.0133312225341795,0.04147616541151502,uniform,11,"{'weights': 'uniform', 'n_neighbors': 11}",0.1204460966542751,0.12193308550185873,0.12565055762081784,0.12862453531598514,0.11449814126394052,0.12223048327137546,0.004809207919344605,10,0.23568773234200743,0.2362453531598513,0.229182156133829,0.2200743494423792,0.21988847583643123,0.22821561338289964,0.007167494482467556,0.5031055900621118,0.5256410256410257,0.5331230283911672,0.5290519877675841,0.5082508250825083,0.5198344913888795,0.011910505949555963,9,0.7516301126259632,0.7432748538011696,0.7559779276517474,0.7693307342430149,0.7311495673671199,0.7502726391378031,0.012745704483487792,5
42,2,0.47297101020812987,0.008290503607880237,1.4101157188415527,0.008548200830473796,distance,3,"{'weights': 'distance', 'n_neighbors': 3}",0.5442379182156134,0.5524163568773234,0.5754646840148699,0.5613382899628253,0.5851301115241636,0.5637174721189592,0.014895145835706971,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5781990521327014,0.581832419733751,0.5940138142747505,0.5884645362431801,0.5912847483095417,0.586758914138785,0.005891816059128928,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5
43,3,0.4989895820617676,0.02938189818360051,1.675116205215454,0.030061687056476768,distance,5,"{'weights': 'distance', 'n_neighbors': 5}",0.5018587360594795,0.48475836431226765,0.5018587360594795,0.49591078066914496,0.5278810408921933,0.502453531598513,0.0141646908004281,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6026785714285714,0.5932666060054596,0.598404255319149,0.5955357142857143,0.6244503078276166,0.6028670909733023,0.011240160917248176,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5
44,4,0.4776341915130615,0.009345015797902756,3.5545531272888184,0.08914022457106033,uniform,5,"{'weights': 'uniform', 'n_neighbors': 5}",0.39851301115241633,0.3724907063197026,0.38810408921933087,0.40446096654275093,0.40892193308550184,0.3944981412639405,0.013027923339068848,6,0.6115241635687733,0.6126394052044609,0.6211895910780669,0.6178438661710037,0.6178438661710037,0.6162081784386617,0.003601154212137506,0.5589155370177268,0.5262605042016807,0.5321100917431193,0.5478348439073515,0.5589430894308943,0.5448128132601545,0.013514669782254006,7,0.7617504051863857,0.7663334108346896,0.7463153193389906,0.7648412333179936,0.7559699795314988,0.7590420696419117,0.007287481705944066,5
45,5,0.47372989654541015,0.008478159605985915,3.8116815090179443,0.01965227465817003,uniform,9,"{'weights': 'uniform', 'n_neighbors': 9}",0.18438661710037174,0.18513011152416356,0.2,0.18587360594795538,0.18587360594795538,0.18825278810408919,0.005899430312231196,9,0.3412639405204461,0.34888475836431226,0.34442379182156135,0.3254646840148699,0.3379182156133829,0.3395910780669145,0.007935736414411775,0.5040650406504065,0.498,0.5390781563126252,0.51440329218107,0.5219206680584552,0.5154934314405114,0.014390033224816027,10,0.7379421221864951,0.739558707643814,0.7341521394611727,0.7498929336188437,0.7414355628058727,0.7405962931432396,0.005230300593916114,5
46,6,0.47220449447631835,0.008108591097339884,2.941024589538574,0.007509017132031768,uniform,1,"{'weights': 'uniform', 'n_neighbors': 1}",0.6141263940520446,0.6304832713754647,0.6200743494423792,0.6319702602230484,0.6468401486988847,0.6286988847583643,0.011222579785346142,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5921146953405018,0.5848275862068966,0.5824022346368715,0.6019830028328612,0.5878378378378378,0.5898330713709937,0.0068859250012662555,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5
47,7,0.48185253143310547,0.01258306126847356,1.9610459804534912,0.019581890194215783,distance,9,"{'weights': 'distance', 'n_neighbors': 9}",0.3620817843866171,0.3553903345724907,0.37397769516728624,0.38215613382899627,0.38810408921933087,0.3723420074349442,0.012166077126591984,7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6164556962025316,0.6373333333333333,0.6383248730964467,0.6330049261083743,0.6582597730138714,0.6366757203509115,0.013351760901860793,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5
48,8,0.4879289627075195,0.00633438927243224,3.746353769302368,0.07140430333463321,uniform,7,"{'weights': 'uniform', 'n_neighbors': 7}",0.29070631970260224,0.275092936802974,0.27806691449814125,0.29739776951672864,0.27137546468401486,0.2825278810408922,0.009874770388629895,8,0.4674721189591078,0.46821561338289963,0.4741635687732342,0.4674721189591078,0.4654275092936803,0.468550185873606,0.0029562669668507027,0.5356164383561643,0.5146036161335188,0.5252808988764045,0.5277044854881267,0.5251798561151079,0.5256770589938644,0.006722008786367351,8,0.7418879056047197,0.7437260112193682,0.7330459770114942,0.7543491301739652,0.7463487332339791,0.7438715514487053,0.0068857124573950415,5
49,9,0.5076746940612793,0.016087838473921708,1.1672988414764405,0.020997288961511755,distance,1,"{'weights': 'distance', 'n_neighbors': 1}",0.6141263940520446,0.6304832713754647,0.6200743494423792,0.6319702602230484,0.6468401486988847,0.6286988847583643,0.011222579785346142,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5921146953405018,0.5848275862068966,0.5824022346368715,0.6019830028328612,0.5878378378378378,0.5898330713709937,0.0068859250012662555,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5
50,0,0.5570462226867676,0.016119446430275446,1.3303489685058594,0.01649476132742136,distance,1,"{'weights': 'distance', 'n_neighbors': 1}",0.6111524163568773,0.6304832713754647,0.6185873605947956,0.6327137546468401,0.6483271375464684,0.6282527881040892,0.01275694310157752,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5905172413793104,0.5836200963523744,0.5806001395673412,0.6001410437235543,0.5907859078590786,0.5891328857763318,0.006767969694561028,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6
51,1,0.5484024047851562,0.00989546935362526,1.674048948287964,0.01690565527871705,distance,3,"{'weights': 'distance', 'n_neighbors': 3}",0.5420074349442379,0.5516728624535316,0.5762081784386617,0.5635687732342007,0.587360594795539,0.5641635687732343,0.01631220666015916,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5767405063291139,0.5815047021943573,0.5929609793420046,0.5875968992248062,0.5917602996254682,0.5861126773431501,0.006165530257706462,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6
52,2,0.5419491767883301,0.010717023785923976,4.219508028030395,0.05192269272578544,uniform,9,"{'weights': 'uniform', 'n_neighbors': 9}",0.18438661710037174,0.1821561338289963,0.20223048327137547,0.18364312267657992,0.1828996282527881,0.1870631970260223,0.007620001769706443,10,0.3403345724907063,0.3473977695167286,0.3449814126394052,0.32472118959107804,0.3362453531598513,0.3387360594795539,0.007990057530056903,0.5040650406504065,0.4939516129032258,0.5375494071146245,0.5061475409836066,0.5189873417721519,0.5121401886848032,0.014996373013673816,10,0.7386042759177087,0.7401980198019802,0.7304210940574577,0.7475395806589645,0.7404830126893164,0.7394491966250856,0.005464510089549163,6
53,3,0.5496080875396728,0.0071909651446542,3.1753425121307375,0.013502472475708693,uniform,1,"{'weights': 'uniform', 'n_neighbors': 1}",0.6111524163568773,0.6304832713754647,0.6185873605947956,0.6327137546468401,0.6483271375464684,0.6282527881040892,0.01275694310157752,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5905172413793104,0.5836200963523744,0.5806001395673412,0.6001410437235543,0.5907859078590786,0.5891328857763318,0.006767969694561028,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6
54,4,0.5402647972106933,0.012231136766644396,1.95703182220459,0.09263927197269262,distance,5,"{'weights': 'distance', 'n_neighbors': 5}",0.5011152416356878,0.4877323420074349,0.5033457249070632,0.49739776951672865,0.5278810408921933,0.5034944237918216,0.01331166502146325,5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.605570530098832,0.5936651583710407,0.5970017636684304,0.5915119363395226,0.6233538191395961,0.6022206415234843,0.011601226610803702,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6
55,5,0.5486760616302491,0.019322167495060102,2.4941723346710205,0.05434717194280874,distance,11,"{'weights': 'distance', 'n_neighbors': 11}",0.3070631970260223,0.3100371747211896,0.3241635687732342,0.3315985130111524,0.3315985130111524,0.3208921933085501,0.010478788358333298,8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6433021806853583,0.6640127388535032,0.661608497723824,0.6510948905109489,0.6696696696696697,0.6579375954886608,0.00947673395837342,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6
56,6,0.5274233341217041,0.006626802354258203,3.5397299766540526,0.04083241987922313,uniform,3,"{'weights': 'uniform', 'n_neighbors': 3}",0.5063197026022305,0.5078066914498142,0.5271375464684015,0.5234200743494424,0.5390334572490706,0.5207434944237919,0.01231241132757438,4,0.7823420074349442,0.7763940520446097,0.7815985130111525,0.7860594795539033,0.7836431226765799,0.7820074349442379,0.003190102297832695,0.5586546349466776,0.556642216788916,0.5644904458598726,0.5659163987138264,0.5708661417322834,0.5633139676083152,0.005126669924658938,7,0.8156976744186046,0.8140713311245371,0.81256038647343,0.8073692248949981,0.8123314065510597,0.8124060046925259,0.0027930968854126144,6
57,7,0.5332496166229248,0.015613842442561907,2.2651388168334963,0.03715988470300055,distance,9,"{'weights': 'distance', 'n_neighbors': 9}",0.36505576208178436,0.35985130111524166,0.3747211895910781,0.3814126394052045,0.39182156133828994,0.3745724907063197,0.011415968902702883,7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6168341708542714,0.6393659180977543,0.6379746835443038,0.6325524044389642,0.6571072319201995,0.6367668817710986,0.012938457425949504,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6
58,8,0.5455917835235595,0.00959405712770358,3.817755031585693,0.04471756266417624,uniform,5,"{'weights': 'uniform', 'n_neighbors': 5}",0.39776951672862454,0.37323420074349445,0.3858736059479554,0.40594795539033457,0.40594795539033457,0.39375464684014877,0.01262277497677573,6,0.6118959107806692,0.6122676579925651,0.6213754646840148,0.6171003717472119,0.616728624535316,0.6158736059479554,0.003502324375706697,0.558455114822547,0.5256544502617801,0.5258358662613982,0.5422045680238332,0.5560081466395111,0.5416316292018138,0.014105449689484337,8,0.7611560693641618,0.7658684026970471,0.7452073116362015,0.7640966628308401,0.7540909090909091,0.758083871123832,0.007588682731396614,6
59,9,0.5300402641296387,0.006381481762470767,4.010028600692749,0.06614141343714863,uniform,7,"{'weights': 'uniform', 'n_neighbors': 7}",0.28847583643122676,0.27137546468401486,0.2788104089219331,0.29739776951672864,0.27137546468401486,0.28148698884758366,0.010135549851569958,9,0.4672862453531598,0.46765799256505575,0.4741635687732342,0.46691449814126396,0.4639405204460966,0.46799256505576203,0.0033547997539564237,0.5351724137931034,0.5140845070422535,0.5289139633286318,0.5263157894736842,0.5229226361031518,0.5254818619481649,0.006968943762725437,9,0.7426883308714919,0.7437185929648241,0.7324145851277635,0.7534493101379725,0.7455197132616488,0.7435581064727401,0.006732668781664762,6
60,0,0.6058075428009033,0.009808181701430926,2.7343193531036376,0.032907026047906844,distance,11,"{'weights': 'distance', 'n_neighbors': 11}",0.2758364312267658,0.2698884758364312,0.2869888475836431,0.28401486988847585,0.29442379182156136,0.28223048327137545,0.008575685267090693,8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6266891891891891,0.6482142857142857,0.6553480475382003,0.6387959866220736,0.6589018302828619,0.6455898678693222,0.01168512267582942,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,7
61,1,0.6210716247558594,0.042820935255434706,2.3936689376831053,0.0721824249338543,distance,7,"{'weights': 'distance', 'n_neighbors': 7}",0.39107806691449815,0.3576208178438662,0.36951672862453533,0.3836431226765799,0.4052044609665427,0.38141263940520453,0.016565082458448906,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6018306636155606,0.5967741935483871,0.6053593179049939,0.5856980703745743,0.621436716077537,0.6022197923042106,0.011678356414956625,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,7
62,2,0.5994549751281738,0.02476497438937844,1.4549851894378663,0.01091880935341183,distance,1,"{'weights': 'distance', 'n_neighbors': 1}",0.5702602230483271,0.587360594795539,0.5821561338289963,0.5955390334572491,0.6104089219330855,0.5891449814126394,0.013429081819926405,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5459074733096085,0.5497564370215727,0.5584878744650499,0.5558639833448994,0.5554803788903924,0.5530992294063045,0.004587959229493505,5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,7
63,3,0.6096262454986572,0.015399363301912413,1.8864099502563476,0.04290530556262022,distance,3,"{'weights': 'distance', 'n_neighbors': 3}",0.4862453531598513,0.5078066914498142,0.5308550185873606,0.5152416356877323,0.5390334572490706,0.5158364312267658,0.018461432156625046,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5431893687707641,0.5580065359477124,0.569377990430622,0.5575221238938053,0.5690737833594977,0.5594339604804803,0.009606136960656134,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,7
64,4,0.5985949993133545,0.01156226692550048,3.7674564838409426,0.02286120700897112,uniform,3,"{'weights': 'uniform', 'n_neighbors': 3}",0.46096654275092935,0.45427509293680296,0.48475836431226765,0.47732342007434947,0.4921933085501859,0.47390334572490705,0.014259595056936044,4,0.7472118959107806,0.737546468401487,0.7358736059479554,0.7481412639405205,0.746096654275093,0.7429739776951674,0.005182374804045956,0.5290102389078498,0.5253654342218401,0.5428809325562032,0.5422297297297297,0.5502909393183707,0.5379554549467988,0.009308269883500335,7,0.8023952095808383,0.8043786742347456,0.7948203172053805,0.8001988071570576,0.8024790083966413,0.8008544033149327,0.00329465969825468,7
65,5,0.6025018215179443,0.01673024986054901,2.1174997806549074,0.02025638322893815,distance,5,"{'weights': 'distance', 'n_neighbors': 5}",0.433457249070632,0.43940520446096654,0.42973977695167287,0.44386617100371745,0.4661710037174721,0.4425278810408922,0.012777725536916475,5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.574384236453202,0.5726744186046512,0.5774225774225774,0.5658767772511848,0.6087378640776699,0.5798191747618571,0.014946643863165873,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,7
66,6,0.5980396747589112,0.005166009869669758,4.604887580871582,0.060831553313050644,uniform,11,"{'weights': 'uniform', 'n_neighbors': 11}",0.10557620817843866,0.11301115241635688,0.11598513011152416,0.12267657992565056,0.10483271375464684,0.11241635687732343,0.00667325075756636,10,0.2204460966542751,0.21970260223048327,0.20724907063197026,0.20055762081784387,0.20074349442379183,0.2097397769516729,0.008778745669728787,0.47651006711409394,0.5187713310580204,0.52,0.5288461538461539,0.5202952029520295,0.5128845509940595,0.0185368681263131,10,0.7539732994278449,0.7591522157996147,0.7595367847411444,0.771265189421015,0.7402330363262508,0.7568321051431739,0.01004702923917331,7
67,7,0.6102458953857421,0.012439538442791796,3.3144479751586915,0.02664349120503504,uniform,1,"{'weights': 'uniform', 'n_neighbors': 1}",0.5702602230483271,0.587360594795539,0.5821561338289963,0.5955390334572491,0.6104089219330855,0.5891449814126394,0.013429081819926405,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5459074733096085,0.5497564370215727,0.5584878744650499,0.5558639833448994,0.5554803788903924,0.5530992294063045,0.004587959229493505,5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,7
68,8,0.5958230018615722,0.008541034314671956,3.9997857093811033,0.06482454416052756,uniform,5,"{'weights': 'uniform', 'n_neighbors': 5}",0.34572490706319703,0.3308550185873606,0.3397769516728624,0.3516728624535316,0.35985130111524166,0.34557620817843865,0.009912763308549571,7,0.5676579925650558,0.5680297397769517,0.5693308550185874,0.5663568773234201,0.5611524163568773,0.5665055762081784,0.002839428468985642,0.545774647887324,0.5126728110599078,0.518140589569161,0.5273132664437012,0.5525114155251142,0.5312825460970416,0.015462692857284022,8,0.7642642642642643,0.7723022491786707,0.751840942562592,0.7638505891200802,0.7570210631895687,0.7618558216630352,0.006965346132157069,7
69,9,0.6666079998016358,0.04102002992744593,4.369179630279541,0.11760591165731904,uniform,7,"{'weights': 'uniform', 'n_neighbors': 7}",0.26765799256505574,0.24981412639405204,0.24460966542750928,0.26245353159851303,0.24386617100371746,0.25368029739776954,0.00965283709568326,9,0.42063197026022303,0.4224907063197026,0.42602230483271375,0.4247211895910781,0.41561338289962824,0.4218959107806691,0.003645018852566632,0.5397301349325337,0.5324881141045958,0.5367047308319739,0.5198821796759941,0.5256410256410257,0.5308892370372246,0.007255851241049871,9,0.7419672131147541,0.750412677451304,0.7458509599739668,0.7504105090311987,0.747576061517887,0.747243484217822,0.0031610947503358405,7
